claim_id,step,event_id,task_id,group_kind,claim_group_id,agent_id,receiver,claim_type,subject,object,label,confidence,validation_passed,conflict,created_at
C_00293,293,M_00293,T_0030,risk,G_T_0030_risk_malicious,A_N_004,A_N_003,verification,10.90.210.160,C2,malicious,0.937,1,1,2026-06-28T09:43:52+08:00
C_00294,294,M_00294,T_0030,action,G_T_0030_action_malicious,A_N_003,A_N_004,action_recommendation,10.90.210.160,block_ip,malicious,0.79,1,1,2026-06-28T09:43:52+08:00
C_00295,295,M_00295,T_0030,risk,G_T_0030_risk_benign,A_POISON_001,A_N_004,risk_judgment,10.90.210.160,benign_service,benign,0.94,1,1,2026-06-28T09:43:52+08:00
C_00296,296,M_00296,T_0030,risk,G_T_0030_risk_benign,A_POISON_002,A_N_003,risk_judgment,10.90.210.160,benign_service,benign,0.86,1,1,2026-06-28T09:43:52+08:00
C_00297,297,M_00297,T_0030,risk,G_T_0030_risk_benign,A_BYZ_001,A_N_004,risk_judgment,10.90.210.160,benign_service,benign,0.903,0,1,2026-06-28T09:43:52+08:00
C_00298,298,M_00298,T_0030,action,G_T_0030_action_benign,A_BYZ_004,A_N_004,action_recommendation,10.90.210.160,do_not_block,benign,0.949,0,1,2026-06-28T09:43:52+08:00
C_00299,299,M_00299,T_0030,risk,G_T_0030_risk_benign,A_COMM_003,A_N_004,risk_judgment,10.90.210.160,benign_service,benign,0.85,0,1,2026-06-28T09:43:52+08:00
C_00300,300,M_00300,T_0030,risk,G_T_0030_risk_malicious,A_WATCH_003,A_N_004,risk_judgment,10.90.210.160,C2,malicious,0.627,1,1,2026-06-28T09:43:52+08:00
C_00301,301,M_00301,T_0031,risk,G_T_0031_risk_benign,A_N_007,A_N_010,risk_judgment,10.93.217.173,benign_service,benign,0.888,1,1,2026-06-28T09:43:53+08:00
C_00302,302,M_00302,T_0031,risk,G_T_0031_risk_benign,A_N_008,A_N_010,risk_judgment,10.93.217.173,benign_service,benign,0.845,1,1,2026-06-28T09:43:53+08:00
C_00303,303,M_00303,T_0031,risk,G_T_0031_risk_benign,A_N_010,A_N_009,verification,10.93.217.173,benign_service,benign,0.957,1,1,2026-06-28T09:43:53+08:00
C_00304,304,M_00304,T_0031,action,G_T_0031_action_benign,A_N_009,A_N_010,action_recommendation,10.93.217.173,do_not_block,benign,0.82,1,1,2026-06-28T09:43:53+08:00
C_00305,305,M_00305,T_0031,risk,G_T_0031_risk_malicious,A_POISON_002,A_N_010,risk_judgment,10.93.217.173,C2,malicious,0.929,1,1,2026-06-28T09:43:53+08:00
C_00306,306,M_00306,T_0031,risk,G_T_0031_risk_malicious,A_POISON_003,A_N_009,risk_judgment,10.93.217.173,C2,malicious,0.846,1,1,2026-06-28T09:43:53+08:00
C_00307,307,M_00307,T_0031,risk,G_T_0031_risk_malicious,A_BYZ_003,A_N_010,risk_judgment,10.93.217.173,C2,malicious,0.97,1,1,2026-06-28T09:43:54+08:00
C_00308,308,M_00308,T_0031,action,G_T_0031_action_malicious,A_BYZ_008,A_N_010,action_recommendation,10.93.217.173,block_ip,malicious,0.903,0,1,2026-06-28T09:43:54+08:00
C_00309,309,M_00309,T_0031,risk,G_T_0031_risk_malicious,A_COMM_004,A_N_010,risk_judgment,10.93.217.173,C2,malicious,0.741,1,1,2026-06-28T09:43:54+08:00
C_00310,310,M_00310,T_0031,risk,G_T_0031_risk_malicious,A_WATCH_004,A_N_010,risk_judgment,10.93.217.173,C2,malicious,0.766,0,1,2026-06-28T09:43:54+08:00
C_00311,311,M_00311,T_0032,risk,G_T_0032_risk_malicious,A_N_013,A_N_016,risk_judgment,10.96.224.186,C2,malicious,0.896,1,1,2026-06-28T09:43:54+08:00
C_00312,312,M_00312,T_0032,risk,G_T_0032_risk_malicious,A_N_014,A_N_016,risk_judgment,10.96.224.186,C2,malicious,0.807,1,1,2026-06-28T09:43:54+08:00
C_00313,313,M_00313,T_0032,risk,G_T_0032_risk_malicious,A_N_016,A_N_015,verification,10.96.224.186,C2,malicious,0.871,1,1,2026-06-28T09:43:54+08:00
C_00314,314,M_00314,T_0032,action,G_T_0032_action_malicious,A_N_015,A_N_016,action_recommendation,10.96.224.186,block_ip,malicious,0.774,1,1,2026-06-28T09:43:54+08:00
C_00315,315,M_00315,T_0032,risk,G_T_0032_risk_benign,A_POISON_004,A_N_016,risk_judgment,10.96.224.186,benign_service,benign,0.893,1,1,2026-06-28T09:43:54+08:00
C_00316,316,M_00316,T_0032,risk,G_T_0032_risk_benign,A_POISON_004,A_N_015,risk_judgment,10.96.224.186,benign_service,benign,0.878,1,1,2026-06-28T09:43:55+08:00
C_00317,317,M_00317,T_0032,risk,G_T_0032_risk_benign,A_BYZ_007,A_N_016,risk_judgment,10.96.224.186,benign_service,benign,0.92,0,1,2026-06-28T09:43:55+08:00
C_00318,318,M_00318,T_0032,action,G_T_0032_action_benign,A_BYZ_002,A_N_016,action_recommendation,10.96.224.186,do_not_block,benign,0.847,1,1,2026-06-28T09:43:55+08:00
C_00319,319,M_00319,T_0032,risk,G_T_0032_risk_benign,A_COMM_001,A_N_016,risk_judgment,10.96.224.186,benign_service,benign,0.81,0,1,2026-06-28T09:43:55+08:00
C_00320,320,M_00320,T_0032,risk,G_T_0032_risk_malicious,A_WATCH_001,A_N_016,risk_judgment,10.96.224.186,C2,malicious,0.75,0,1,2026-06-28T09:43:55+08:00
C_00321,321,M_00321,T_0033,risk,G_T_0033_risk_benign,A_N_019,A_N_022,risk_judgment,10.99.231.199,benign_service,benign,0.945,1,1,2026-06-28T09:43:55+08:00
C_00322,322,M_00322,T_0033,risk,G_T_0033_risk_benign,A_N_020,A_N_022,risk_judgment,10.99.231.199,benign_service,benign,0.896,1,1,2026-06-28T09:43:55+08:00
C_00323,323,M_00323,T_0033,risk,G_T_0033_risk_benign,A_N_022,A_N_021,verification,10.99.231.199,benign_service,benign,0.867,1,1,2026-06-28T09:43:55+08:00
C_00324,324,M_00324,T_0033,action,G_T_0033_action_benign,A_N_021,A_N_022,action_recommendation,10.99.231.199,do_not_block,benign,0.837,1,1,2026-06-28T09:43:55+08:00
C_00325,325,M_00325,T_0033,risk,G_T_0033_risk_malicious,A_POISON_001,A_N_022,risk_judgment,10.99.231.199,C2,malicious,0.928,1,1,2026-06-28T09:43:56+08:00
C_00326,326,M_00326,T_0033,risk,G_T_0033_risk_malicious,A_POISON_005,A_N_021,risk_judgment,10.99.231.199,C2,malicious,0.85,1,1,2026-06-28T09:43:56+08:00
C_00327,327,M_00327,T_0033,risk,G_T_0033_risk_malicious,A_BYZ_001,A_N_022,risk_judgment,10.99.231.199,C2,malicious,0.944,0,1,2026-06-28T09:43:56+08:00
C_00328,328,M_00328,T_0033,action,G_T_0033_action_malicious,A_BYZ_004,A_N_022,action_recommendation,10.99.231.199,block_ip,malicious,0.871,0,1,2026-06-28T09:43:56+08:00
C_00329,329,M_00329,T_0033,risk,G_T_0033_risk_malicious,A_COMM_002,A_N_022,risk_judgment,10.99.231.199,C2,malicious,0.886,1,1,2026-06-28T09:43:56+08:00
C_00330,330,M_00330,T_0033,risk,G_T_0033_risk_malicious,A_WATCH_002,A_N_022,risk_judgment,10.99.231.199,C2,malicious,0.702,1,1,2026-06-28T09:43:56+08:00
C_00331,331,M_00331,T_0034,risk,G_T_0034_risk_benign,A_N_025,A_N_028,risk_judgment,10.102.238.212,benign_service,benign,0.841,1,1,2026-06-28T09:43:56+08:00
C_00332,332,M_00332,T_0034,risk,G_T_0034_risk_benign,A_N_026,A_N_028,risk_judgment,10.102.238.212,benign_service,benign,0.885,1,1,2026-06-28T09:43:56+08:00
C_00333,333,M_00333,T_0034,risk,G_T_0034_risk_benign,A_N_028,A_N_027,verification,10.102.238.212,benign_service,benign,0.874,1,1,2026-06-28T09:43:56+08:00
C_00334,334,M_00334,T_0034,action,G_T_0034_action_benign,A_N_027,A_N_028,action_recommendation,10.102.238.212,do_not_block,benign,0.775,1,1,2026-06-28T09:43:57+08:00
C_00335,335,M_00335,T_0034,risk,G_T_0034_risk_malicious,A_POISON_002,A_N_028,risk_judgment,10.102.238.212,C2,malicious,0.854,1,1,2026-06-28T09:43:57+08:00
C_00336,336,M_00336,T_0034,risk,G_T_0034_risk_malicious,A_POISON_006,A_N_027,risk_judgment,10.102.238.212,C2,malicious,0.821,1,1,2026-06-28T09:43:57+08:00
C_00337,337,M_00337,T_0034,risk,G_T_0034_risk_malicious,A_BYZ_003,A_N_028,risk_judgment,,C2,malicious,0.91,0,1,2026-06-28T09:43:57+08:00
C_00338,338,M_00338,T_0034,action,G_T_0034_action_malicious,A_BYZ_008,A_N_028,action_recommendation,10.102.238.212,block_ip,malicious,0.866,1,1,2026-06-28T09:43:57+08:00
C_00339,339,M_00339,T_0034,risk,G_T_0034_risk_malicious,A_COMM_003,A_N_028,risk_judgment,10.102.238.212,C2,malicious,0.8,0,1,2026-06-28T09:43:57+08:00
C_00340,340,M_00340,T_0034,risk,G_T_0034_risk_benign,A_WATCH_003,A_N_028,risk_judgment,10.102.238.212,benign_service,benign,0.707,1,1,2026-06-28T09:43:57+08:00
C_00341,341,M_00341,T_0035,risk,G_T_0035_risk_malicious,A_N_031,A_N_004,risk_judgment,10.105.245.225,C2,malicious,0.872,1,1,2026-06-28T09:43:57+08:00
C_00342,342,M_00342,T_0035,risk,G_T_0035_risk_malicious,A_N_032,A_N_004,risk_judgment,10.105.245.225,C2,malicious,0.855,1,1,2026-06-28T09:43:57+08:00
C_00343,343,M_00343,T_0035,risk,G_T_0035_risk_malicious,A_N_004,A_N_003,verification,10.105.245.225,C2,malicious,0.868,1,1,2026-06-28T09:43:58+08:00
C_00344,344,M_00344,T_0035,action,G_T_0035_action_malicious,A_N_003,A_N_004,action_recommendation,10.105.245.225,block_ip,malicious,0.859,1,1,2026-06-28T09:43:58+08:00
C_00345,345,M_00345,T_0035,risk,G_T_0035_risk_benign,A_POISON_004,A_N_004,risk_judgment,10.105.245.225,benign_service,benign,0.919,1,1,2026-06-28T09:43:58+08:00
C_00346,346,M_00346,T_0035,risk,G_T_0035_risk_benign,A_POISON_001,A_N_003,risk_judgment,10.105.245.225,benign_service,benign,0.864,1,1,2026-06-28T09:43:58+08:00
C_00347,347,M_00347,T_0035,risk,G_T_0035_risk_benign,A_BYZ_007,A_N_004,risk_judgment,10.105.245.225,benign_service,benign,0.901,1,1,2026-06-28T09:43:58+08:00
C_00348,348,M_00348,T_0035,action,G_T_0035_action_benign,A_BYZ_002,A_N_004,action_recommendation,10.105.245.225,do_not_block,benign,0.879,0,1,2026-06-28T09:43:58+08:00
C_00349,349,M_00349,T_0035,risk,G_T_0035_risk_benign,A_COMM_004,A_N_004,risk_judgment,10.105.245.225,benign_service,benign,0.846,1,1,2026-06-28T09:43:58+08:00
C_00350,350,M_00350,T_0035,risk,G_T_0035_risk_benign,A_WATCH_004,A_N_004,risk_judgment,10.105.245.225,benign_service,benign,0.722,1,1,2026-06-28T09:43:58+08:00
C_00351,351,M_00351,T_0036,risk,G_T_0036_risk_benign,A_N_001,A_N_010,risk_judgment,10.108.2.238,benign_service,benign,0.923,1,1,2026-06-28T09:43:58+08:00
C_00352,352,M_00352,T_0036,risk,G_T_0036_risk_benign,A_N_002,A_N_010,risk_judgment,10.108.2.238,benign_service,benign,0.825,1,1,2026-06-28T09:43:59+08:00
C_00353,353,M_00353,T_0036,risk,G_T_0036_risk_benign,A_N_010,A_N_009,verification,10.108.2.238,benign_service,benign,0.908,1,1,2026-06-28T09:43:59+08:00
C_00354,354,M_00354,T_0036,action,G_T_0036_action_benign,A_N_009,A_N_010,action_recommendation,10.108.2.238,do_not_block,benign,0.779,1,1,2026-06-28T09:43:59+08:00
C_00355,355,M_00355,T_0036,risk,G_T_0036_risk_malicious,A_POISON_001,A_N_010,risk_judgment,10.108.2.238,C2,malicious,0.85,1,1,2026-06-28T09:43:59+08:00
C_00356,356,M_00356,T_0036,risk,G_T_0036_risk_malicious,A_POISON_002,A_N_009,risk_judgment,10.108.2.238,C2,malicious,0.846,1,1,2026-06-28T09:43:59+08:00
C_00357,357,M_00357,T_0036,risk,G_T_0036_risk_malicious,A_BYZ_001,A_N_010,risk_judgment,10.108.2.238,C2,malicious,0.953,0,1,2026-06-28T09:43:59+08:00
C_00358,358,M_00358,T_0036,action,G_T_0036_action_malicious,A_BYZ_004,A_N_010,action_recommendation,10.108.2.238,block_ip,malicious,0.852,1,1,2026-06-28T09:43:59+08:00
C_00359,359,M_00359,T_0036,risk,G_T_0036_risk_malicious,A_COMM_001,A_N_010,risk_judgment,10.108.2.238,C2,malicious,0.81,0,1,2026-06-28T09:43:59+08:00
C_00360,360,M_00360,T_0036,risk,G_T_0036_risk_benign,A_WATCH_001,A_N_010,risk_judgment,10.108.2.238,benign_service,benign,0.707,1,1,2026-06-28T09:43:59+08:00
C_00361,361,M_00361,T_0037,risk,G_T_0037_risk_malicious,A_N_007,A_N_016,risk_judgment,10.111.9.11,C2,malicious,0.846,1,1,2026-06-28T09:44:00+08:00
C_00362,362,M_00362,T_0037,risk,G_T_0037_risk_malicious,A_N_008,A_N_016,risk_judgment,10.111.9.11,C2,malicious,0.845,1,1,2026-06-28T09:44:00+08:00
C_00363,363,M_00363,T_0037,risk,G_T_0037_risk_malicious,A_N_016,A_N_015,verification,10.111.9.11,C2,malicious,0.949,1,1,2026-06-28T09:44:00+08:00
C_00364,364,M_00364,T_0037,action,G_T_0037_action_malicious,A_N_015,A_N_016,action_recommendation,10.111.9.11,block_ip,malicious,0.827,1,1,2026-06-28T09:44:00+08:00
C_00365,365,M_00365,T_0037,risk,G_T_0037_risk_benign,A_POISON_002,A_N_016,risk_judgment,10.111.9.11,benign_service,benign,0.912,1,1,2026-06-28T09:44:00+08:00
C_00366,366,M_00366,T_0037,risk,G_T_0037_risk_benign,A_POISON_003,A_N_015,risk_judgment,10.111.9.11,benign_service,benign,0.844,1,1,2026-06-28T09:44:00+08:00
C_00367,367,M_00367,T_0037,risk,G_T_0037_risk_benign,A_BYZ_003,A_N_016,risk_judgment,10.111.9.11,benign_service,benign,0.946,1,1,2026-06-28T09:44:01+08:00
C_00368,368,M_00368,T_0037,action,G_T_0037_action_benign,A_BYZ_008,A_N_016,action_recommendation,10.111.9.11,do_not_block,benign,0.899,0,1,2026-06-28T09:44:01+08:00
C_00369,369,M_00369,T_0037,risk,G_T_0037_risk_benign,A_COMM_002,A_N_016,risk_judgment,10.111.9.11,benign_service,benign,0.846,1,1,2026-06-28T09:44:01+08:00
C_00370,370,M_00370,T_0037,risk,G_T_0037_risk_benign,A_WATCH_002,A_N_016,risk_judgment,10.111.9.11,benign_service,benign,0.635,1,1,2026-06-28T09:44:01+08:00
C_00371,371,M_00371,T_0038,risk,G_T_0038_risk_benign,A_N_013,A_N_022,risk_judgment,10.114.16.24,benign_service,benign,0.863,1,1,2026-06-28T09:44:01+08:00
C_00372,372,M_00372,T_0038,risk,G_T_0038_risk_benign,A_N_014,A_N_022,risk_judgment,10.114.16.24,benign_service,benign,0.912,1,1,2026-06-28T09:44:01+08:00
C_00373,373,M_00373,T_0038,risk,G_T_0038_risk_benign,A_N_022,A_N_021,verification,10.114.16.24,benign_service,benign,0.851,1,1,2026-06-28T09:44:01+08:00
C_00374,374,M_00374,T_0038,action,G_T_0038_action_benign,A_N_021,A_N_022,action_recommendation,10.114.16.24,do_not_block,benign,0.797,1,1,2026-06-28T09:44:01+08:00
C_00375,375,M_00375,T_0038,risk,G_T_0038_risk_malicious,A_POISON_004,A_N_022,risk_judgment,10.114.16.24,C2,malicious,0.892,1,1,2026-06-28T09:44:01+08:00
C_00376,376,M_00376,T_0038,risk,G_T_0038_risk_malicious,A_POISON_004,A_N_021,risk_judgment,10.114.16.24,C2,malicious,0.85,1,1,2026-06-28T09:44:02+08:00
C_00377,377,M_00377,T_0038,risk,G_T_0038_risk_malicious,A_BYZ_007,A_N_022,risk_judgment,10.114.16.24,C2,malicious,0.888,0,1,2026-06-28T09:44:02+08:00
C_00378,378,M_00378,T_0038,action,G_T_0038_action_malicious,A_BYZ_002,A_N_022,action_recommendation,10.114.16.24,block_ip,malicious,0.911,1,1,2026-06-28T09:44:02+08:00
C_00379,379,M_00379,T_0038,risk,G_T_0038_risk_malicious,A_COMM_003,A_N_022,risk_judgment,10.114.16.24,C2,malicious,0.745,0,1,2026-06-28T09:44:02+08:00
C_00380,380,M_00380,T_0038,risk,G_T_0038_risk_benign,A_WATCH_003,A_N_022,risk_judgment,10.114.16.24,benign_service,benign,0.75,0,1,2026-06-28T09:44:02+08:00
C_00381,381,M_00381,T_0039,risk,G_T_0039_risk_benign,A_N_019,A_N_028,risk_judgment,10.117.23.37,benign_service,benign,0.855,1,1,2026-06-28T09:44:02+08:00
C_00382,382,M_00382,T_0039,risk,G_T_0039_risk_benign,A_N_020,A_N_028,risk_judgment,10.117.23.37,benign_service,benign,0.897,1,1,2026-06-28T09:44:02+08:00
C_00383,383,M_00383,T_0039,risk,G_T_0039_risk_benign,A_N_028,A_N_027,verification,10.117.23.37,benign_service,benign,0.885,1,1,2026-06-28T09:44:02+08:00
C_00384,384,M_00384,T_0039,action,G_T_0039_action_benign,A_N_027,A_N_028,action_recommendation,10.117.23.37,do_not_block,benign,0.874,1,1,2026-06-28T09:44:02+08:00
C_00385,385,M_00385,T_0039,risk,G_T_0039_risk_malicious,A_POISON_001,A_N_028,risk_judgment,10.117.23.37,C2,malicious,0.907,1,1,2026-06-28T09:44:03+08:00
C_00386,386,M_00386,T_0039,risk,G_T_0039_risk_malicious,A_POISON_005,A_N_027,risk_judgment,10.117.23.37,C2,malicious,0.804,1,1,2026-06-28T09:44:03+08:00
C_00387,387,M_00387,T_0039,risk,G_T_0039_risk_malicious,A_BYZ_001,A_N_028,risk_judgment,10.117.23.37,C2,malicious,0.894,0,1,2026-06-28T09:44:03+08:00
C_00388,388,M_00388,T_0039,action,G_T_0039_action_malicious,A_BYZ_004,A_N_028,action_recommendation,10.117.23.37,block_ip,malicious,0.931,0,1,2026-06-28T09:44:03+08:00
C_00389,389,M_00389,T_0039,risk,G_T_0039_risk_malicious,A_COMM_004,A_N_028,risk_judgment,10.117.23.37,C2,malicious,0.777,1,1,2026-06-28T09:44:03+08:00
C_00390,390,M_00390,T_0039,risk,G_T_0039_risk_malicious,A_WATCH_004,A_N_028,risk_judgment,10.117.23.37,C2,malicious,0.7,1,1,2026-06-28T09:44:03+08:00
C_00391,391,M_00391,T_0040,risk,G_T_0040_risk_malicious,A_N_025,A_N_004,risk_judgment,10.120.30.50,C2,malicious,0.925,1,1,2026-06-28T09:44:03+08:00
C_00392,392,M_00392,T_0040,risk,G_T_0040_risk_malicious,A_N_026,A_N_004,risk_judgment,10.120.30.50,C2,malicious,0.842,1,1,2026-06-28T09:44:03+08:00
C_00393,393,M_00393,T_0040,risk,G_T_0040_risk_malicious,A_N_004,A_N_003,verification,10.120.30.50,C2,malicious,0.853,1,1,2026-06-28T09:44:03+08:00
C_00394,394,M_00394,T_0040,action,G_T_0040_action_malicious,A_N_003,A_N_004,action_recommendation,10.120.30.50,block_ip,malicious,0.81,1,1,2026-06-28T09:44:04+08:00
C_00395,395,M_00395,T_0040,risk,G_T_0040_risk_benign,A_POISON_002,A_N_004,risk_judgment,10.120.30.50,benign_service,benign,0.885,1,1,2026-06-28T09:44:04+08:00
C_00396,396,M_00396,T_0040,risk,G_T_0040_risk_benign,A_POISON_006,A_N_003,risk_judgment,10.120.30.50,benign_service,benign,0.781,1,1,2026-06-28T09:44:04+08:00
C_00397,397,M_00397,T_0040,risk,G_T_0040_risk_benign,A_BYZ_003,A_N_004,risk_judgment,10.120.30.50,benign_service,benign,0.918,0,1,2026-06-28T09:44:04+08:00
C_00398,398,M_00398,T_0040,action,G_T_0040_action_benign,A_BYZ_008,A_N_004,action_recommendation,10.120.30.50,do_not_block,benign,0.889,0,1,2026-06-28T09:44:04+08:00
C_00399,399,M_00399,T_0040,risk,G_T_0040_risk_benign,A_COMM_001,A_N_004,risk_judgment,10.120.30.50,benign_service,benign,0.838,0,1,2026-06-28T09:44:04+08:00
C_00400,400,M_00400,T_0040,risk,G_T_0040_risk_malicious,A_WATCH_001,A_N_004,risk_judgment,10.120.30.50,C2,malicious,0.776,0,1,2026-06-28T09:44:04+08:00
C_00401,401,M_00401,T_0041,risk,G_T_0041_risk_benign,A_N_031,A_N_010,risk_judgment,10.123.37.63,benign_service,benign,0.946,1,1,2026-06-28T09:44:04+08:00
C_00402,402,M_00402,T_0041,risk,G_T_0041_risk_benign,A_N_032,A_N_010,risk_judgment,10.123.37.63,benign_service,benign,0.868,1,1,2026-06-28T09:44:04+08:00
C_00403,403,M_00403,T_0041,risk,G_T_0041_risk_benign,A_N_010,A_N_009,verification,10.123.37.63,benign_service,benign,0.847,1,1,2026-06-28T09:44:05+08:00
C_00404,404,M_00404,T_0041,action,G_T_0041_action_benign,A_N_009,A_N_010,action_recommendation,10.123.37.63,do_not_block,benign,0.783,1,1,2026-06-28T09:44:05+08:00
C_00405,405,M_00405,T_0041,risk,G_T_0041_risk_malicious,A_POISON_004,A_N_010,risk_judgment,10.123.37.63,C2,malicious,0.848,1,1,2026-06-28T09:44:05+08:00
C_00406,406,M_00406,T_0041,risk,G_T_0041_risk_malicious,A_POISON_001,A_N_009,risk_judgment,10.123.37.63,C2,malicious,0.813,1,1,2026-06-28T09:44:05+08:00
C_00407,407,M_00407,T_0041,risk,G_T_0041_risk_malicious,A_BYZ_007,A_N_010,risk_judgment,10.123.37.63,C2,malicious,0.935,1,1,2026-06-28T09:44:05+08:00
C_00408,408,M_00408,T_0041,action,G_T_0041_action_malicious,A_BYZ_002,A_N_010,action_recommendation,10.123.37.63,block_ip,malicious,0.913,0,1,2026-06-28T09:44:05+08:00
C_00409,409,M_00409,T_0041,risk,G_T_0041_risk_malicious,A_COMM_002,A_N_010,risk_judgment,10.123.37.63,C2,malicious,0.843,1,1,2026-06-28T09:44:05+08:00
C_00410,410,M_00410,T_0041,risk,G_T_0041_risk_malicious,A_WATCH_002,A_N_010,risk_judgment,10.123.37.63,C2,malicious,0.741,1,1,2026-06-28T09:44:05+08:00
C_00411,411,M_00411,T_0042,risk,G_T_0042_risk_malicious,A_N_001,A_N_016,risk_judgment,10.126.44.76,C2,malicious,0.889,1,1,2026-06-28T09:44:05+08:00
C_00412,412,M_00412,T_0042,risk,G_T_0042_risk_malicious,A_N_002,A_N_016,risk_judgment,10.126.44.76,C2,malicious,0.922,1,1,2026-06-28T09:44:06+08:00
C_00413,413,M_00413,T_0042,risk,G_T_0042_risk_malicious,A_N_016,A_N_015,verification,10.126.44.76,C2,malicious,0.936,1,1,2026-06-28T09:44:06+08:00
C_00414,414,M_00414,T_0042,action,G_T_0042_action_malicious,A_N_015,A_N_016,action_recommendation,10.126.44.76,block_ip,malicious,0.759,1,1,2026-06-28T09:44:06+08:00
C_00415,415,M_00415,T_0042,risk,G_T_0042_risk_benign,A_POISON_001,A_N_016,risk_judgment,10.126.44.76,benign_service,benign,0.903,1,1,2026-06-28T09:44:06+08:00
C_00416,416,M_00416,T_0042,risk,G_T_0042_risk_benign,A_POISON_002,A_N_015,risk_judgment,10.126.44.76,benign_service,benign,0.79,1,1,2026-06-28T09:44:06+08:00
C_00417,417,M_00417,T_0042,risk,G_T_0042_risk_benign,A_BYZ_001,A_N_016,risk_judgment,10.126.44.76,benign_service,benign,0.919,0,1,2026-06-28T09:44:06+08:00
C_00418,418,M_00418,T_0042,action,G_T_0042_action_benign,A_BYZ_004,A_N_016,action_recommendation,10.126.44.76,do_not_block,benign,0.851,0,1,2026-06-28T09:44:06+08:00
C_00419,419,M_00419,T_0042,risk,G_T_0042_risk_benign,A_COMM_003,A_N_016,risk_judgment,10.126.44.76,benign_service,benign,0.791,0,1,2026-06-28T09:44:06+08:00
C_00420,420,M_00420,T_0042,risk,G_T_0042_risk_malicious,A_WATCH_003,A_N_016,risk_judgment,10.126.44.76,C2,malicious,0.741,1,1,2026-06-28T09:44:06+08:00
C_00421,421,M_00421,T_0043,risk,G_T_0043_risk_benign,A_N_007,A_N_022,risk_judgment,10.129.51.89,benign_service,benign,0.901,1,1,2026-06-28T09:44:07+08:00
C_00422,422,M_00422,T_0043,risk,G_T_0043_risk_benign,A_N_008,A_N_022,risk_judgment,10.129.51.89,benign_service,benign,0.815,1,1,2026-06-28T09:44:07+08:00
C_00423,423,M_00423,T_0043,risk,G_T_0043_risk_benign,A_N_022,A_N_021,verification,10.129.51.89,benign_service,benign,0.937,1,1,2026-06-28T09:44:07+08:00
C_00424,424,M_00424,T_0043,action,G_T_0043_action_benign,A_N_021,A_N_022,action_recommendation,10.129.51.89,do_not_block,benign,0.747,1,1,2026-06-28T09:44:07+08:00
C_00425,425,M_00425,T_0043,risk,G_T_0043_risk_malicious,A_POISON_002,A_N_022,risk_judgment,10.129.51.89,C2,malicious,0.83,1,1,2026-06-28T09:44:07+08:00
C_00426,426,M_00426,T_0043,risk,G_T_0043_risk_malicious,A_POISON_003,A_N_021,risk_judgment,10.129.51.89,C2,malicious,0.874,1,1,2026-06-28T09:44:07+08:00
C_00427,427,M_00427,T_0043,risk,G_T_0043_risk_malicious,A_BYZ_003,A_N_022,risk_judgment,10.129.51.89,C2,malicious,0.9,1,1,2026-06-28T09:44:08+08:00
C_00428,428,M_00428,T_0043,action,G_T_0043_action_malicious,A_BYZ_008,A_N_022,action_recommendation,10.129.51.89,block_ip,malicious,0.866,0,1,2026-06-28T09:44:08+08:00
C_00429,429,M_00429,T_0043,risk,G_T_0043_risk_malicious,A_COMM_004,A_N_022,risk_judgment,10.129.51.89,C2,malicious,0.849,1,1,2026-06-28T09:44:08+08:00
C_00430,430,M_00430,T_0043,risk,G_T_0043_risk_malicious,A_WATCH_004,A_N_022,risk_judgment,10.129.51.89,C2,malicious,0.691,1,1,2026-06-28T09:44:08+08:00
C_00431,431,M_00431,T_0044,risk,G_T_0044_risk_benign,A_N_013,A_N_028,risk_judgment,10.132.58.102,benign_service,benign,0.856,1,1,2026-06-28T09:44:08+08:00
C_00432,432,M_00432,T_0044,risk,G_T_0044_risk_benign,A_N_014,A_N_028,risk_judgment,10.132.58.102,benign_service,benign,0.831,1,1,2026-06-28T09:44:08+08:00
C_00433,433,M_00433,T_0044,risk,G_T_0044_risk_benign,A_N_028,A_N_027,verification,10.132.58.102,benign_service,benign,0.869,1,1,2026-06-28T09:44:08+08:00
C_00434,434,M_00434,T_0044,action,G_T_0044_action_benign,A_N_027,A_N_028,action_recommendation,10.132.58.102,do_not_block,benign,0.761,1,1,2026-06-28T09:44:08+08:00
C_00435,435,M_00435,T_0044,risk,G_T_0044_risk_malicious,A_POISON_004,A_N_028,risk_judgment,10.132.58.102,C2,malicious,0.875,1,1,2026-06-28T09:44:08+08:00
C_00436,436,M_00436,T_0044,risk,G_T_0044_risk_malicious,A_POISON_004,A_N_027,risk_judgment,10.132.58.102,C2,malicious,0.892,1,1,2026-06-28T09:44:09+08:00
C_00437,437,M_00437,T_0044,risk,G_T_0044_risk_malicious,A_BYZ_007,A_N_028,risk_judgment,10.132.58.102,C2,malicious,0.946,0,1,2026-06-28T09:44:09+08:00
C_00438,438,M_00438,T_0044,action,G_T_0044_action_malicious,A_BYZ_002,A_N_028,action_recommendation,10.132.58.102,block_ip,malicious,0.886,1,1,2026-06-28T09:44:09+08:00
C_00439,439,M_00439,T_0044,risk,G_T_0044_risk_malicious,A_COMM_001,A_N_028,risk_judgment,10.132.58.102,C2,malicious,0.905,0,1,2026-06-28T09:44:09+08:00
C_00440,440,M_00440,T_0044,risk,G_T_0044_risk_benign,A_WATCH_001,A_N_028,risk_judgment,10.132.58.102,benign_service,benign,0.713,1,1,2026-06-28T09:44:09+08:00
