claim_group_id,task_id,subject,group_kind,label,claim_count,agent_count,ess,q_bar,independence,core_trust,consensus_score,raw_score,challenge_approve,high_risk_action,high_risk_constraint_pass,decision,agent_weights,conflicts_with
G_T_0052_risk_benign,T_0052,10.156.114.206,risk,benign,3,3,0.505525,0.693933,0.576333,86.0,0.252174,0.181566,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.78, ""bss"": 0.089701, ""weight"": 0.1436}, {""agent_id"": ""A_POISON_006"", ""base"": 0.7488, ""bss"": 0.10125, ""weight"": 0.1361}, {""agent_id"": ""A_COMM_001"", ""base"": 0.8188, ""bss"": 0.114267, ""weight"": 0.1466}]","[""G_T_0052_risk_malicious""]"
G_T_0053_action_malicious,T_0053,10.159.121.219,action,malicious,2,2,0.878499,0.90855,0.8165,97.0,0.905136,0.651698,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_012"", ""base"": 0.7296, ""bss"": 0.0, ""weight"": 0.4755}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.5443}]","[""G_T_0053_action_benign""]"
G_T_0053_action_benign,T_0053,10.159.121.219,action,benign,1,1,0.873033,0.8817,0.7965,88.0,0.85154,0.613109,1,False,True,challenged,"[{""agent_id"": ""A_N_021"", ""base"": 0.912, ""bss"": 0.0, ""weight"": 0.5592}]","[""G_T_0053_action_malicious""]"
G_T_0053_risk_benign,T_0053,10.159.121.219,risk,benign,2,2,0.873,0.8817,0.7965,88.0,0.851507,0.613085,1,False,True,accepted,"[{""agent_id"": ""A_N_019"", ""base"": 0.95, ""bss"": 0.0, ""weight"": 0.5824}, {""agent_id"": ""A_N_020"", ""base"": 0.9888, ""bss"": 0.0, ""weight"": 0.6062}]","[""G_T_0053_risk_malicious""]"
G_T_0053_risk_malicious,T_0053,10.159.121.219,risk,malicious,13,12,0.797878,0.7799,0.6668,97.0,0.557772,0.401596,0,False,True,challenged,"[{""agent_id"": ""A_POISON_007"", ""base"": 0.8, ""bss"": 0.100091, ""weight"": 0.2987}, {""agent_id"": ""A_POISON_007"", ""base"": 0.8, ""bss"": 0.100091, ""weight"": 0.2987}, {""agent_id"": ""A_BYZ_009"", ""base"": 0.72, ""bss"": 0.0, ""weight"": 0.2987}, {""agent_id"": ""A_COMM_002"", ""base"": 0.82, ""bss"": 0.1284, ""weight"": 0.2966}, {""agent_id"": ""A_WATCH_006"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.3306}, {""agent_id"": ""A_COL_018"", ""base"": 0.7896, ""bss"": 0.012571, ""weight"": 0.3235}, {""agent_id"": ""A_COL_001"", ""base"": 0.89, ""bss"": 0.013883, ""weight"": 0.3642}, {""agent_id"": ""A_COL_002"", ""base"": 0.93, ""bss"": 0.012692, ""weight"": 0.381}, {""agent_id"": ""A_COL_003"", ""base"": 0.8652, ""bss"": 0.012571, ""weight"": 0.3545}, {""agent_id"": ""A_COL_004"", ""base"": 0.87, ""bss"": 0.014808, ""weight"": 0.3556}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3465}, {""agent_id"": ""A_COL_006"", ""base"": 0.7644, ""bss"": 0.014259, ""weight"": 0.3126}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.3443}]","[""G_T_0053_risk_benign""]"
G_T_0054_action_benign,T_0054,10.162.128.232,action,benign,1,1,0.875892,0.89785,0.84,87.0,0.91749,0.660593,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.5834}]","[""G_T_0054_action_malicious""]"
G_T_0054_action_malicious,T_0054,10.162.128.232,action,malicious,2,2,0.823765,0.9285,0.834,96.0,0.88597,0.637898,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_002"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.5083}, {""agent_id"": ""A_STRAT_001"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.5328}]","[""G_T_0054_action_benign""]"
G_T_0054_risk_benign,T_0054,10.162.128.232,risk,benign,5,5,0.852763,0.7952,0.727333,87.0,0.669539,0.482068,1,False,True,challenged,"[{""agent_id"": ""A_N_025"", ""base"": 0.89, ""bss"": 0.0, ""weight"": 0.439}, {""agent_id"": ""A_N_026"", ""base"": 0.927, ""bss"": 0.0, ""weight"": 0.4572}, {""agent_id"": ""A_COMM_003"", ""base"": 0.8464, ""bss"": 0.110267, ""weight"": 0.3714}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.63, ""bss"": 0.0, ""weight"": 0.3107}, {""agent_id"": ""A_STRAT_001"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.4119}]","[""G_T_0054_risk_malicious""]"
G_T_0054_risk_malicious,T_0054,10.162.128.232,risk,malicious,3,2,0.754982,0.74415,0.634,96.0,0.462044,0.332672,0,False,True,rejected,"[{""agent_id"": ""A_POISON_008"", ""base"": 0.82, ""bss"": 0.095836, ""weight"": 0.2641}, {""agent_id"": ""A_POISON_008"", ""base"": 0.82, ""bss"": 0.095836, ""weight"": 0.2641}, {""agent_id"": ""A_BYZ_011"", ""base"": 0.74, ""bss"": 0.0, ""weight"": 0.2636}]","[""G_T_0054_risk_benign""]"
G_T_0055_action_malicious,T_0055,10.165.135.245,action,malicious,2,2,0.7854,0.780133,0.71,84.0,0.604207,0.435029,1,True,False,rejected,"[{""agent_id"": ""A_N_003"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3633}, {""agent_id"": ""A_BYZ_004"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.3466}]","[""G_T_0055_action_benign""]"
G_T_0055_risk_malicious,T_0055,10.165.135.245,risk,malicious,4,4,0.804841,0.780133,0.71,84.0,0.602842,0.434046,1,False,True,challenged,"[{""agent_id"": ""A_N_001"", ""base"": 0.87, ""bss"": 0.0, ""weight"": 0.3878}, {""agent_id"": ""A_N_002"", ""base"": 0.9167, ""bss"": 0.0, ""weight"": 0.4087}, {""agent_id"": ""A_BYZ_001"", ""base"": 0.76, ""bss"": 0.0, ""weight"": 0.3388}, {""agent_id"": ""A_COMM_004"", ""base"": 0.85, ""bss"": 0.105333, ""weight"": 0.339}]","[""G_T_0055_risk_benign""]"
G_T_0055_risk_benign,T_0055,10.165.135.245,risk,benign,11,10,0.828908,0.725875,0.63375,93.0,0.514339,0.370324,0,False,True,challenged,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.77, ""bss"": 0.119237, ""weight"": 0.2586}, {""agent_id"": ""A_POISON_001"", ""base"": 0.77, ""bss"": 0.119237, ""weight"": 0.2586}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.3038}, {""agent_id"": ""A_COL_002"", ""base"": 0.93, ""bss"": 0.012692, ""weight"": 0.3501}, {""agent_id"": ""A_COL_003"", ""base"": 0.8652, ""bss"": 0.012571, ""weight"": 0.3258}, {""agent_id"": ""A_COL_004"", ""base"": 0.87, ""bss"": 0.014808, ""weight"": 0.3268}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3185}, {""agent_id"": ""A_COL_006"", ""base"": 0.7644, ""bss"": 0.014259, ""weight"": 0.2873}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.3164}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.3334}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3378}]","[""G_T_0055_risk_malicious""]"
G_T_0056_action_malicious,T_0056,10.168.142.18,action,malicious,2,2,0.853891,0.9031,0.842,92.0,0.901815,0.649307,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_008"", ""base"": 0.768, ""bss"": 0.0, ""weight"": 0.4987}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.5423}]","[""G_T_0056_action_benign""]"
G_T_0056_action_benign,T_0056,10.168.142.18,action,benign,1,1,0.825,0.8792,0.886,88.0,0.892571,0.642651,1,False,True,challenged,"[{""agent_id"": ""A_N_009"", ""base"": 0.8544, ""bss"": 0.0, ""weight"": 0.5491}]","[""G_T_0056_action_malicious""]"
G_T_0056_risk_benign,T_0056,10.168.142.18,risk,benign,4,4,0.761726,0.76135,0.7525,87.0,0.58841,0.423655,1,False,True,challenged,"[{""agent_id"": ""A_N_007"", ""base"": 0.89, ""bss"": 0.0, ""weight"": 0.3884}, {""agent_id"": ""A_BYZ_003"", ""base"": 0.83, ""bss"": 0.0, ""weight"": 0.3622}, {""agent_id"": ""A_COMM_001"", ""base"": 0.8188, ""bss"": 0.114267, ""weight"": 0.3165}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.6636, ""bss"": 0.0, ""weight"": 0.2896}]","[""G_T_0056_risk_malicious""]"
G_T_0056_risk_malicious,T_0056,10.168.142.18,risk,malicious,11,10,0.811429,0.75378,0.6374,92.0,0.526871,0.379347,0,False,True,challenged,"[{""agent_id"": ""A_N_008"", ""base"": 0.9373, ""bss"": 0.0, ""weight"": 0.3654}, {""agent_id"": ""A_POISON_002"", ""base"": 0.76, ""bss"": 0.116854, ""weight"": 0.2617}, {""agent_id"": ""A_POISON_002"", ""base"": 0.76, ""bss"": 0.116854, ""weight"": 0.2617}, {""agent_id"": ""A_COL_003"", ""base"": 0.8652, ""bss"": 0.012571, ""weight"": 0.3331}, {""agent_id"": ""A_COL_004"", ""base"": 0.87, ""bss"": 0.014808, ""weight"": 0.3342}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3256}, {""agent_id"": ""A_COL_006"", ""base"": 0.7644, ""bss"": 0.014259, ""weight"": 0.2938}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.3235}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.3408}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3454}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.3069}]","[""G_T_0056_risk_benign""]"
G_T_0057_action_malicious,T_0057,10.171.149.31,action,malicious,1,1,0.892514,0.91925,0.9035,98.0,1.0,0.741271,1,True,True,accepted,"[{""agent_id"": ""A_N_015"", ""base"": 0.9216, ""bss"": 0.0, ""weight"": 0.6832}]","[""G_T_0057_action_benign""]"
G_T_0057_action_benign,T_0057,10.171.149.31,action,benign,2,2,0.869273,0.8937,0.867,93.0,0.935481,0.673546,0,False,True,challenged,"[{""agent_id"": ""A_BYZ_010"", ""base"": 0.816, ""bss"": 0.0, ""weight"": 0.5496}, {""agent_id"": ""A_STRAT_007"", ""base"": 0.8928, ""bss"": 0.0, ""weight"": 0.6013}]","[""G_T_0057_action_malicious""]"
G_T_0057_risk_malicious,T_0057,10.171.149.31,risk,malicious,3,3,0.877505,0.91925,0.9035,98.0,0.971125,0.69921,1,False,True,accepted,"[{""agent_id"": ""A_N_013"", ""base"": 0.88, ""bss"": 0.0, ""weight"": 0.6413}, {""agent_id"": ""A_COMM_002"", ""base"": 0.82, ""bss"": 0.1284, ""weight"": 0.5209}, {""agent_id"": ""A_STRAT_007"", ""base"": 0.8928, ""bss"": 0.0, ""weight"": 0.6507}]","[""G_T_0057_risk_benign""]"
G_T_0057_risk_benign,T_0057,10.171.149.31,risk,benign,13,13,0.825202,0.75278,0.7158,93.0,0.604709,0.43539,0,False,True,challenged,"[{""agent_id"": ""A_N_014"", ""base"": 0.9373, ""bss"": 0.0, ""weight"": 0.4168}, {""agent_id"": ""A_POISON_004"", ""base"": 0.78, ""bss"": 0.089701, ""weight"": 0.3157}, {""agent_id"": ""A_POISON_003"", ""base"": 0.8755, ""bss"": 0.10125, ""weight"": 0.3499}, {""agent_id"": ""A_BYZ_007"", ""base"": 0.84, ""bss"": 0.0, ""weight"": 0.3735}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.768, ""bss"": 0.0, ""weight"": 0.3415}, {""agent_id"": ""A_COL_004"", ""base"": 0.87, ""bss"": 0.014808, ""weight"": 0.3811}, {""agent_id"": ""A_COL_005"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3714}, {""agent_id"": ""A_COL_006"", ""base"": 0.7644, ""bss"": 0.014259, ""weight"": 0.335}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.3689}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.3888}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3939}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.35}, {""agent_id"": ""A_COL_011"", ""base"": 0.9373, ""bss"": 0.01198, ""weight"": 0.4118}]","[""G_T_0057_risk_malicious""]"
G_T_0058_action_benign,T_0058,10.174.156.44,action,benign,1,1,0.884854,0.88835,0.8345,93.0,0.911065,0.655967,1,False,True,accepted,"[{""agent_id"": ""A_N_021"", ""base"": 0.912, ""bss"": 0.0, ""weight"": 0.5982}]","[""G_T_0058_action_malicious""]"
G_T_0058_action_malicious,T_0058,10.174.156.44,action,malicious,1,1,0.845505,0.8903,0.782,90.0,0.817574,0.588653,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_012"", ""base"": 0.7296, ""bss"": 0.0, ""weight"": 0.4295}]","[""G_T_0058_action_benign""]"
G_T_0058_risk_benign,T_0058,10.174.156.44,risk,benign,3,3,0.826155,0.8129,0.755333,93.0,0.704539,0.507268,1,False,True,challenged,"[{""agent_id"": ""A_N_019"", ""base"": 0.95, ""bss"": 0.0, ""weight"": 0.4819}, {""agent_id"": ""A_N_020"", ""base"": 0.9888, ""bss"": 0.0, ""weight"": 0.5016}, {""agent_id"": ""A_WATCH_005"", ""base"": 0.63, ""bss"": 0.0, ""weight"": 0.3196}]","[""G_T_0058_risk_malicious""]"
G_T_0058_risk_malicious,T_0058,10.174.156.44,risk,malicious,4,4,0.552874,0.76588,0.6902,93.0,0.374513,0.269649,0,False,True,rejected,"[{""agent_id"": ""A_POISON_007"", ""base"": 0.8, ""bss"": 0.100091, ""weight"": 0.2104}, {""agent_id"": ""A_POISON_004"", ""base"": 0.78, ""bss"": 0.089701, ""weight"": 0.2075}, {""agent_id"": ""A_BYZ_009"", ""base"": 0.72, ""bss"": 0.0, ""weight"": 0.2104}, {""agent_id"": ""A_COMM_003"", ""base"": 0.8464, ""bss"": 0.110267, ""weight"": 0.2201}]","[""G_T_0058_risk_benign""]"
G_T_0059_action_benign,T_0059,10.177.163.57,action,benign,1,1,0.900659,0.9026,0.8535,94.0,0.963667,0.69384,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.6128}]","[""G_T_0059_action_malicious""]"
G_T_0059_action_malicious,T_0059,10.177.163.57,action,malicious,1,1,0.891482,0.87345,0.825,91.0,0.89222,0.642398,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_002"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.5119}]","[""G_T_0059_action_benign""]"
G_T_0059_risk_benign,T_0059,10.177.163.57,risk,benign,3,3,0.902667,0.9026,0.8535,94.0,0.933392,0.672042,1,False,True,accepted,"[{""agent_id"": ""A_N_025"", ""base"": 0.89, ""bss"": 0.0, ""weight"": 0.6189}, {""agent_id"": ""A_N_026"", ""base"": 0.927, ""bss"": 0.0, ""weight"": 0.6446}, {""agent_id"": ""A_COMM_004"", ""base"": 0.85, ""bss"": 0.105333, ""weight"": 0.5288}]","[""G_T_0059_risk_malicious""]"
G_T_0059_risk_malicious,T_0059,10.177.163.57,risk,malicious,12,12,0.845401,0.712475,0.61225,91.0,0.500466,0.360336,0,False,True,challenged,"[{""agent_id"": ""A_POISON_008"", ""base"": 0.82, ""bss"": 0.095836, ""weight"": 0.2734}, {""agent_id"": ""A_POISON_005"", ""base"": 0.6888, ""bss"": 0.09536, ""weight"": 0.2298}, {""agent_id"": ""A_BYZ_011"", ""base"": 0.74, ""bss"": 0.0, ""weight"": 0.2729}, {""agent_id"": ""A_WATCH_006"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.2938}, {""agent_id"": ""A_COL_006"", ""base"": 0.7644, ""bss"": 0.014259, ""weight"": 0.2779}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.306}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.3224}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3267}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.2903}, {""agent_id"": ""A_COL_011"", ""base"": 0.9373, ""bss"": 0.01198, ""weight"": 0.3415}, {""agent_id"": ""A_COL_012"", ""base"": 0.9, ""bss"": 0.014667, ""weight"": 0.327}, {""agent_id"": ""A_COL_013"", ""base"": 0.86, ""bss"": 0.013364, ""weight"": 0.3129}]","[""G_T_0059_risk_benign""]"
G_T_0060_action_malicious,T_0060,10.180.170.70,action,malicious,1,1,0.854904,0.86085,0.939,88.0,0.959794,0.691052,1,True,True,accepted,"[{""agent_id"": ""A_N_003"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.5772}]","[""G_T_0060_action_benign""]"
G_T_0060_action_benign,T_0060,10.180.170.70,action,benign,2,2,0.849311,0.8805,0.769,89.0,0.798711,0.575072,0,False,True,challenged,"[{""agent_id"": ""A_BYZ_004"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.4582}, {""agent_id"": ""A_STRAT_001"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.4803}]","[""G_T_0060_action_malicious""]"
G_T_0060_risk_malicious,T_0060,10.180.170.70,risk,malicious,5,5,0.811351,0.8107,0.796667,88.0,0.710404,0.511491,1,False,True,challenged,"[{""agent_id"": ""A_N_001"", ""base"": 0.87, ""bss"": 0.0, ""weight"": 0.4559}, {""agent_id"": ""A_BYZ_001"", ""base"": 0.76, ""bss"": 0.0, ""weight"": 0.3983}, {""agent_id"": ""A_COMM_001"", ""base"": 0.8188, ""bss"": 0.114267, ""weight"": 0.38}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.63, ""bss"": 0.0, ""weight"": 0.3301}, {""agent_id"": ""A_STRAT_001"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.4377}]","[""G_T_0060_risk_benign""]"
G_T_0060_risk_benign,T_0060,10.180.170.70,risk,benign,11,11,0.798868,0.76652,0.6294,94.0,0.521063,0.375166,0,False,True,challenged,"[{""agent_id"": ""A_N_002"", ""base"": 0.9167, ""bss"": 0.0, ""weight"": 0.3533}, {""agent_id"": ""A_POISON_001"", ""base"": 0.77, ""bss"": 0.119237, ""weight"": 0.2614}, {""agent_id"": ""A_POISON_006"", ""base"": 0.7488, ""bss"": 0.10125, ""weight"": 0.2594}, {""agent_id"": ""A_COL_007"", ""base"": 0.84, ""bss"": 0.012222, ""weight"": 0.3198}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.337}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3414}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.3034}, {""agent_id"": ""A_COL_011"", ""base"": 0.9373, ""bss"": 0.01198, ""weight"": 0.3569}, {""agent_id"": ""A_COL_012"", ""base"": 0.9, ""bss"": 0.014667, ""weight"": 0.3418}, {""agent_id"": ""A_COL_013"", ""base"": 0.86, ""bss"": 0.013364, ""weight"": 0.327}, {""agent_id"": ""A_COL_014"", ""base"": 0.9, ""bss"": 0.012941, ""weight"": 0.3424}]","[""G_T_0060_risk_malicious""]"
G_T_0061_action_benign,T_0061,10.183.177.83,action,benign,1,1,0.838514,0.9047,0.86,95.0,0.90611,0.652399,1,False,True,accepted,"[{""agent_id"": ""A_N_009"", ""base"": 0.8544, ""bss"": 0.0, ""weight"": 0.5574}]","[""G_T_0061_action_malicious""]"
G_T_0061_action_malicious,T_0061,10.183.177.83,action,malicious,2,2,0.862865,0.87495,0.777,86.0,0.814732,0.586607,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_008"", ""base"": 0.768, ""bss"": 0.0, ""weight"": 0.4505}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.4618}]","[""G_T_0061_action_benign""]"
G_T_0061_risk_benign,T_0061,10.183.177.83,risk,benign,3,3,0.792459,0.797733,0.764667,95.0,0.671389,0.4834,1,False,True,challenged,"[{""agent_id"": ""A_N_007"", ""base"": 0.89, ""bss"": 0.0, ""weight"": 0.4302}, {""agent_id"": ""A_N_008"", ""base"": 0.9373, ""bss"": 0.0, ""weight"": 0.4531}, {""agent_id"": ""A_BYZ_003"", ""base"": 0.83, ""bss"": 0.0, ""weight"": 0.4012}]","[""G_T_0061_risk_malicious""]"
G_T_0061_risk_malicious,T_0061,10.183.177.83,risk,malicious,12,12,0.766415,0.75702,0.6914,95.0,0.537664,0.387118,0,False,True,challenged,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.76, ""bss"": 0.116854, ""weight"": 0.2692}, {""agent_id"": ""A_POISON_007"", ""base"": 0.8, ""bss"": 0.100091, ""weight"": 0.2888}, {""agent_id"": ""A_COMM_002"", ""base"": 0.82, ""bss"": 0.1284, ""weight"": 0.2867}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.3196}, {""agent_id"": ""A_COL_008"", ""base"": 0.8858, ""bss"": 0.013, ""weight"": 0.3507}, {""agent_id"": ""A_COL_009"", ""base"": 0.9, ""bss"": 0.015714, ""weight"": 0.3554}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.3158}, {""agent_id"": ""A_COL_011"", ""base"": 0.9373, ""bss"": 0.01198, ""weight"": 0.3715}, {""agent_id"": ""A_COL_012"", ""base"": 0.9, ""bss"": 0.014667, ""weight"": 0.3557}, {""agent_id"": ""A_COL_013"", ""base"": 0.86, ""bss"": 0.013364, ""weight"": 0.3404}, {""agent_id"": ""A_COL_014"", ""base"": 0.9, ""bss"": 0.012941, ""weight"": 0.3564}, {""agent_id"": ""A_COL_015"", ""base"": 0.9579, ""bss"": 0.013491, ""weight"": 0.3791}]","[""G_T_0061_risk_benign""]"
G_T_0062_action_malicious,T_0062,10.186.184.96,action,malicious,2,2,0.816889,0.817433,0.727667,87.0,0.674862,0.485901,1,True,False,rejected,"[{""agent_id"": ""A_N_015"", ""base"": 0.9216, ""bss"": 0.0, ""weight"": 0.4478}, {""agent_id"": ""A_BYZ_010"", ""base"": 0.816, ""bss"": 0.0, ""weight"": 0.3965}]",[]
G_T_0062_risk_malicious,T_0062,10.186.184.96,risk,malicious,4,4,0.841118,0.817433,0.727667,87.0,0.675388,0.486279,1,False,True,challenged,"[{""agent_id"": ""A_N_013"", ""base"": 0.88, ""bss"": 0.0, ""weight"": 0.4403}, {""agent_id"": ""A_N_014"", ""base"": 0.9373, ""bss"": 0.0, ""weight"": 0.4689}, {""agent_id"": ""A_COMM_003"", ""base"": 0.8464, ""bss"": 0.110267, ""weight"": 0.3768}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.6636, ""bss"": 0.0, ""weight"": 0.332}]","[""G_T_0062_risk_benign""]"
G_T_0062_risk_benign,T_0062,10.186.184.96,risk,benign,3,3,0.680555,0.759825,0.64025,97.0,0.431831,0.310919,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.78, ""bss"": 0.089701, ""weight"": 0.2351}, {""agent_id"": ""A_POISON_008"", ""base"": 0.82, ""bss"": 0.095836, ""weight"": 0.2455}, {""agent_id"": ""A_BYZ_007"", ""base"": 0.84, ""bss"": 0.0, ""weight"": 0.2781}]","[""G_T_0062_risk_malicious""]"
G_T_0063_action_benign,T_0063,10.189.191.109,action,benign,1,1,0.913134,0.8898,0.8465,89.0,0.95526,0.687787,1,False,True,accepted,"[{""agent_id"": ""A_N_021"", ""base"": 0.912, ""bss"": 0.0, ""weight"": 0.6273}]","[""G_T_0063_action_malicious""]"
G_T_0063_action_malicious,T_0063,10.189.191.109,action,malicious,2,2,0.81694,0.86195,0.818,89.0,0.800006,0.576004,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_012"", ""base"": 0.7296, ""bss"": 0.0, ""weight"": 0.4203}, {""agent_id"": ""A_STRAT_007"", ""base"": 0.8928, ""bss"": 0.0, ""weight"": 0.5143}]","[""G_T_0063_action_benign""]"
G_T_0063_risk_benign,T_0063,10.189.191.109,risk,benign,4,4,0.920284,0.8898,0.8465,89.0,0.939326,0.676315,1,False,True,accepted,"[{""agent_id"": ""A_N_019"", ""base"": 0.95, ""bss"": 0.0, ""weight"": 0.6585}, {""agent_id"": ""A_N_020"", ""base"": 0.9888, ""bss"": 0.0, ""weight"": 0.6854}, {""agent_id"": ""A_COMM_004"", ""base"": 0.85, ""bss"": 0.105333, ""weight"": 0.5271}, {""agent_id"": ""A_STRAT_007"", ""base"": 0.8928, ""bss"": 0.0, ""weight"": 0.6189}]","[""G_T_0063_risk_malicious""]"
G_T_0063_risk_malicious,T_0063,10.189.191.109,risk,malicious,12,12,0.801418,0.734125,0.67375,89.0,0.53716,0.386755,0,False,True,challenged,"[{""agent_id"": ""A_POISON_007"", ""base"": 0.8, ""bss"": 0.100091, ""weight"": 0.2854}, {""agent_id"": ""A_POISON_001"", ""base"": 0.77, ""bss"": 0.119237, ""weight"": 0.2688}, {""agent_id"": ""A_BYZ_009"", ""base"": 0.72, ""bss"": 0.0, ""weight"": 0.2854}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.768, ""bss"": 0.0, ""weight"": 0.3044}, {""agent_id"": ""A_COL_010"", ""base"": 0.7872, ""bss"": 0.0, ""weight"": 0.312}, {""agent_id"": ""A_COL_011"", ""base"": 0.9373, ""bss"": 0.01198, ""weight"": 0.3671}, {""agent_id"": ""A_COL_012"", ""base"": 0.9, ""bss"": 0.014667, ""weight"": 0.3515}, {""agent_id"": ""A_COL_013"", ""base"": 0.86, ""bss"": 0.013364, ""weight"": 0.3363}, {""agent_id"": ""A_COL_014"", ""base"": 0.9, ""bss"": 0.012941, ""weight"": 0.3521}, {""agent_id"": ""A_COL_015"", ""base"": 0.9579, ""bss"": 0.013491, ""weight"": 0.3746}, {""agent_id"": ""A_COL_016"", ""base"": 0.83, ""bss"": 0.014951, ""weight"": 0.3241}, {""agent_id"": ""A_COL_017"", ""base"": 0.8352, ""bss"": 0.0, ""weight"": 0.3311}]","[""G_T_0063_risk_benign""]"
G_T_0064_action_benign,T_0064,10.192.198.122,action,benign,1,1,0.889709,0.92855,0.8215,95.0,0.942602,0.678673,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.5994}]","[""G_T_0064_action_malicious""]"
G_T_0064_action_malicious,T_0064,10.192.198.122,action,malicious,1,1,0.82019,0.9111,0.8395,96.0,0.871302,0.627337,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_002"", ""base"": 0.7968, ""bss"": 0.0, ""weight"": 0.4999}]","[""G_T_0064_action_benign""]"
